id,collection,dc.title[en_US],dc.content.language[en_US],dc.content.languagecode[en_US],dc.subject.language[en_US],dc.subject.languagecode[en_US],dc.language.iso[en_US],dc.description.region[en_US],dc.coverage.iso3166,dc.coverage.spatial[en_US],dc.description[en_US],dc.contributor.depositor[en_US],dc.contributor.speaker[en_US],dc.contributor.researcher[en_US],dc.contributor.consultant[en_US],dc.contributor.recorder[en_US],dc.date.begin[en_US],dc.date.finish[en_US],dc.date.issued[en_US],dc.type.linguistictype[en_US],dc.format[en_US],dc.format.extent[en_US],dc.identifier.uri,dc.type.dcmi[en_US]
+,123456789/2,EB2-001,Hatohobeian||English,tox||eng,Hatohobeian,tox,,"Echang, Koror, Palau",PW,north=2.9594; east=131.8084,"Reading of a written agreement/contract (restricted because controversy over contracts, land ownership and geneology is very common in this region)","Berg, Esther","Patris, Gloria","Berg, Esther",,"Berg, Esther",2013-10-05,2013-10-05,2013-10-05,primary_text,digital wav file recorded at 44.1 kHz/16 bit on Zoom H2N,00:05:46,http://hdl.handle.net/10125/32516,sound
+,123456789/2,EB2-002,Sonsorolese||English,sov||eng,Sonsorolese,sov,,"Echang, Koror, Palau",PW,north=7.4278; east=134.5495,"Experience with torch fishing (restricted because this type of fishing is somewhat of a taboo for girls, and the informant feels self-conscious about it)","Berg, Esther","Kintoki, Lina","Berg, Esther",,"Berg, Esther",2013-10-07,2013-10-07,2013-10-07,primary_text,digital wav file recorded at 44.1 kHz/16 bit on Zoom H2N,00:04:56,http://hdl.handle.net/10125/32517,sound
+,123456789/2,EB2-003,Hatohobeian||English,tox||eng,Hatohobeian,tox,,"Echang, Koror, Palau",PW,north=2.9594; east=131.8084,A song Rosa's husband wrote for her (restricted because of the very personal content of the song),"Berg, Esther","Andrew, Rosa","Berg, Esther",,"Berg, Esther",2013-10-09,2013-10-09,2013-10-09,primary_text,digital wav file recorded at 44.1 kHz/16 bit on Zoom H2N,00:01:27,http://hdl.handle.net/10125/32518,sound
+,123456789/2,EB2-004,Hatohobeian||English,tox||eng,Hatohobeian,tox,,"Echang, Koror, Palau",PW,north=2.9594; east=131.8084,"Explanation of what an 'ippür' is (restricted because this describes the customs surrounding female menstruation, which may or may not be suitable to be shared with men)","Berg, Esther","Nestor, Huana","Berg, Esther",,"Berg, Esther",2013-10-13,2013-10-13,2013-10-13,primary_text,digital wav file recorded at 44.1 kHz/16 bit on Zoom H2N,00:07:12,http://hdl.handle.net/10125/32519,sound
+,123456789/3,JV1-001,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"ethnolinguistic interview 1, wordlist 1; some answers to questions in first chapter of Payne, wordlist (mostly from A-Fat of Swadesh). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-24,2012-05-24,2012-05-24,lexicon||language_description,48 kHz/24 bit,1:41:59,http://hdl.handle.net/10125/27487,sound
+,123456789/3,JV1-002,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 2; wordlist (mostly father-good in Swadesh). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-25,2012-05-25,2012-05-25,lexicon,48 kHz/24 bit,0:29:28,http://hdl.handle.net/10125/27488,sound
+,123456789/3,JV1-003,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 2; wordlist (mostly grass-many in Swadesh). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-25,2012-05-25,2012-05-25,lexicon,48 kHz/24 bit,1:03:44,http://hdl.handle.net/10125/27489,sound
+,123456789/3,JV1-004,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 2; wordlist (mostly meat/flesh-sleep in Swadesh). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-25,2012-05-25,2012-05-25,lexicon,48 kHz/24 bit,1:01:16,http://hdl.handle.net/10125/27490,sound
+,123456789/3,JV1-005,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 3; wordlist (mostly small-yellow in Swadesh). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-26,2012-05-26,2012-05-26,lexicon,48 kHz/24 bit,1:11:49,http://hdl.handle.net/10125/27491,sound
+,123456789/3,JV1-006,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"wordlist 4; wordlist (animal terms, noun phrases and simple sentences targeting pre-initials, numbers, food/cooking terms, religion terms).","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-26,2012-05-26,2012-05-26,lexicon,48 kHz/24 bit,1:24:51,http://hdl.handle.net/10125/27492,sound
+,123456789/3,JV1-007,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"wordlist 5; wordlist targeting the phonology (affricates, fricatives, nasals). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-28,2012-05-28,2012-05-28,lexicon,48 kHz/24 bit,1:34:17,http://hdl.handle.net/10125/27493,sound
+,123456789/3,JV1-008,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 6; wordlist targeting the phonology (affricates and fricatives). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-29,2012-05-29,2012-05-29,lexicon,48 kHz/24 bit,0:43:22,http://hdl.handle.net/10125/27494,sound
+,123456789/3,JV1-009,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"wordlist 7; wordlist of terms used for farming, discussion of FLEx.","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-29,2012-05-29,2012-05-29,lexicon,48 kHz/24 bit,1:26:07,http://hdl.handle.net/10125/27495,sound
+,123456789/3,JV1-010,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 8; wordlist targeting the phonology (initial clusters). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-30,2012-05-30,2012-05-30,lexicon,48 kHz/24 bit,0:46:41,http://hdl.handle.net/10125/27496,sound
+,123456789/3,JV1-011,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"sentence list 1, wordlist 9; simple grammatical elicitation (person/number, tense, some evidentiality), wordlist targeting missing sounds.","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-05-30,2012-05-30,2012-05-30,lexicon,48 kHz/24 bit,1:31:15,http://hdl.handle.net/10125/27497,sound
+,123456789/3,JV1-012,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 10; wordlist (phonological elicitation). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-02,2012-06-02,2012-06-02,lexicon,48 kHz/24 bit,2:04:16,http://hdl.handle.net/10125/27498,sound
+,123456789/3,JV1-013,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 10; wordlist (phonological elicitation). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-02,2012-06-02,2012-06-02,lexicon,48 kHz/24 bit,1:05:00,http://hdl.handle.net/10125/27499,sound
+,123456789/3,JV1-014,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"wordlist 11, sentence list 2; wordlist (phonological elicitation), sentence/phrase list (some simple noun phrases and sentences). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-04,2012-06-04,2012-06-04,lexicon,48 kHz/24 bit,2:04:16,http://hdl.handle.net/10125/27500,sound
+,123456789/3,JV1-015,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,sentence list 2; sentence/phrase list (some simple noun phrases and sentences). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-04,2012-06-04,2012-06-04,lexicon,48 kHz/24 bit,0:10:36,http://hdl.handle.net/10125/27501,sound
+,123456789/3,JV1-016,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,descriptive text 1; describing pictures from lexicarry and going over sentences that are elicited from these. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-05,2012-06-05,2012-06-05,lexicon||primary_text,48 kHz/24 bit,1:32,http://hdl.handle.net/10125/27502,sound
+,123456789/3,JV1-017,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 12; terms elicited from watching video of C's sister's wedding. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-05,2012-06-05,2012-06-05,lexicon,48 kHz/24 bit,1:24:59,http://hdl.handle.net/10125/27503,sound
+,123456789/3,JV1-018,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 13; wordlist (mostly terms elicited from Sun's Puxi stem alt. paper). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-06,2012-06-06,2012-06-06,lexicon,48 kHz/24 bit,2:04:16,http://hdl.handle.net/10125/27504,sound
+,123456789/3,JV1-019,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 13; wordlist (mostly terms elicited from Sun's Puxi stem alt. paper). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-06,2012-06-06,2012-06-06,lexicon,48 kHz/24 bit,0:30:57,http://hdl.handle.net/10125/27505,sound
+,123456789/3,JV1-020,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"sentence list 3; grammatical elicitation targeting instrumentals, passives, valency increasing, causatives, tense and aspect.","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-07,2012-06-07,2012-06-07,lexicon,48 kHz/24 bit,1:18:01,http://hdl.handle.net/10125/27506,sound
+,123456789/3,JV1-021,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,descriptive text 2; describing pictures from lexicarry and going over sentences that are elicited from these. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-07,2012-06-07,2012-06-07,lexicon||primary_text,48 kHz/24 bit,0:45:52,http://hdl.handle.net/10125/27507,sound
+,123456789/3,JV1-022,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"sentence list 4; a little phonology, then sentences eliciting grammatical relations, person marking on the verb, alignment system. ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-08,2012-06-08,2012-06-08,lexicon,48 kHz/24 bit,1:02:15,http://hdl.handle.net/10125/27508,sound
+,123456789/3,JV1-023,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"descriptive text 3, wordlist 14; Carver describes the fish film, gives terms from Lexicarry 84-86. ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-08,2012-06-08,2012-06-08,lexicon||primary_text,48 kHz/24 bit,0:24:13,http://hdl.handle.net/10125/27509,sound
+,123456789/3,JV1-024,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"wordlist 15; phonological elicitation (mostly pre-initials, some affricates and fricative distinctions). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-11,2012-06-11,2012-06-11,lexicon,48 kHz/24 bit,2:04:16,http://hdl.handle.net/10125/27510,sound
+,123456789/3,JV1-025,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"wordlist 15; phonological elicitation (mostly pre-initials, some affricates and fricative distinctions).","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-11,2012-06-11,2012-06-11,lexicon,48 kHz/24 bit,1:10:47,http://hdl.handle.net/10125/27511,sound
+,123456789/3,JV1-026,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 16; phonological elicitation (homorganic nasal stop initial clusters vs. plain voiced counterparts). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-13,2012-06-13,2012-06-13,lexicon,48 kHz/24 bit,0:53:03,http://hdl.handle.net/10125/27512,sound
+,123456789/3,JV1-027,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,sentence list 5; FILE APPEARS TO BE CORRUPTED AND UNUSABLE. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-16,2012-06-16,2012-06-16,lexicon,48 kHz/24 bit,,http://hdl.handle.net/10125/27513,sound
+,123456789/3,JV1-028,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 17; framed wordlist (thru 'fur'). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-16,2012-06-16,2012-06-16,lexicon,48 kHz/24 bit,0:35:20,http://hdl.handle.net/10125/27514,sound
+,123456789/3,JV1-029,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 17; framed wordlist (thru 'neck'). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-16,2012-06-16,2012-06-16,lexicon,48 kHz/24 bit,0:22:22,http://hdl.handle.net/10125/27515,sound
+,123456789/3,JV1-030,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 18; framed wordlist (from 'necklace' to the end).,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-18,2012-06-18,2012-06-18,lexicon,48 kHz/24 bit,0:47:45,http://hdl.handle.net/10125/27516,sound
+,123456789/3,JV1-031,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,"wordlist 19; wordlist (mostly from Matisoff ""brightening"" paper). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-18,2012-06-18,2012-06-18,lexicon,48 kHz/24 bit,1:00:15,http://hdl.handle.net/10125/27517,sound
+,123456789/3,JV1-032,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 20; wordlist (mostly terms from Lexicarry). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-19,2012-06-19,2012-06-19,lexicon,48 kHz/24 bit,1:51:29,http://hdl.handle.net/10125/27518,sound
+,123456789/3,JV1-033,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,descriptive text 4; pear story. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-19,2012-06-19,2012-06-19,lexicon,48 kHz/24 bit,0:06:23,http://hdl.handle.net/10125/27519,sound
+,123456789/3,JV1-034,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 21; wordlist targeting phonology. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-20,2012-06-20,2012-06-20,lexicon,48 kHz/24 bit,1:00:55,http://hdl.handle.net/10125/27520,sound
+,123456789/3,JV1-035,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 21; wordlist targeting phonology. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-20,2012-06-20,2012-06-20,lexicon,48 kHz/24 bit,0:39:24,http://hdl.handle.net/10125/27521,sound
+,123456789/3,JV1-036,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China",CN,east=30.939924; north=100.315246,wordlist 22; wordlist (mostly from Lexicarry).,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2012-06-21,2012-06-21,2012-06-21,lexicon,48 kHz/24 bit,1:05:10,http://hdl.handle.net/10125/27522,sound
+,123456789/3,JV1-037,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"wordlist 23; wordlist, simple sentences/phrases. ","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-01-18,2013-01-18,2013-01-18,lexicon,48 kHz/24 bit,1:10:40,http://hdl.handle.net/10125/27523,sound
+,123456789/3,JV1-038,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,wordlist 24; wordlist (mostly uvularized vowels). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,48 kHz/24 bit,0:02:40,http://hdl.handle.net/10125/27524,sound
+,123456789/3,JV1-039,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'need'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:13,http://hdl.handle.net/10125/27525,image
+,123456789/3,JV1-040,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'bundle'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:14,http://hdl.handle.net/10125/27526,image
+,123456789/3,JV1-041,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'water'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:15,http://hdl.handle.net/10125/27527,image
+,123456789/3,JV1-042,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'four'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:18,http://hdl.handle.net/10125/27528,image
+,123456789/3,JV1-043,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'goat'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:17,http://hdl.handle.net/10125/27529,image
+,123456789/3,JV1-044,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'pair'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:17,http://hdl.handle.net/10125/27530,image
+,123456789/3,JV1-045,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'window pane'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:16,http://hdl.handle.net/10125/27531,image
+,123456789/3,JV1-046,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; linguogram 'whip'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:16,http://hdl.handle.net/10125/27532,image
+,123456789/3,JV1-047,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'die'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:24,http://hdl.handle.net/10125/27533,image
+,123456789/3,JV1-048,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'need'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:18,http://hdl.handle.net/10125/27534,image
+,123456789/3,JV1-049,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'bundle'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:19,http://hdl.handle.net/10125/27535,image
+,123456789/3,JV1-050,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'water'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:17,http://hdl.handle.net/10125/27536,image
+,123456789/3,JV1-051,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'four'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:16,http://hdl.handle.net/10125/27537,image
+,123456789/3,JV1-052,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'goat'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:18,http://hdl.handle.net/10125/27538,image
+,123456789/3,JV1-053,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'pair'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:24,http://hdl.handle.net/10125/27539,image
+,123456789/3,JV1-054,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'window pane'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:32,http://hdl.handle.net/10125/27540,image
+,123456789/3,JV1-055,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 1; palatogram 'whip'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-26,2013-01-26,2013-01-26,lexicon,digital video file,0:00:27,http://hdl.handle.net/10125/27541,image
+,123456789/3,JV1-056,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"sentence list 6; sentences eliciting tense, person, etc.","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,48 kHz/24 bit,1:25:40,http://hdl.handle.net/10125/27542,sound
+,123456789/3,JV1-057,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; linguogram 'die'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:23,http://hdl.handle.net/10125/27543,image
+,123456789/3,JV1-058,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; linguogram 'skin'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:12,http://hdl.handle.net/10125/27544,image
+,123456789/3,JV1-059,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; linguogram 'PL' (MISTAKE??). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:15,http://hdl.handle.net/10125/27545,image
+,123456789/3,JV1-060,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; linguogram 'lie down'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:27,http://hdl.handle.net/10125/27546,image
+,123456789/3,JV1-061,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; linguogram 'dirty'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:15,http://hdl.handle.net/10125/27547,image
+,123456789/3,JV1-062,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; linguogram 'garlic'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:13,http://hdl.handle.net/10125/27548,image
+,123456789/3,JV1-063,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; palatogram 'skin'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:22,http://hdl.handle.net/10125/27549,image
+,123456789/3,JV1-064,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; palatogram 'PL'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:23,http://hdl.handle.net/10125/27550,image
